median_income,percent_college,percent_lunch,percent_married,rate_unemployment,school_level,school_type,state,year,zip_code,average_act,region
42685.0,0.509883017345704,0.286069651741294,0.622605363984674,0.0860260176248426,High,Regular School,IL,2016-2017,60050,20.3,illinois
48125.0,0.602948920484465,0.365030674846626,0.701017811704835,0.029228855721393,High,Regular School,IL,2016-2017,61448,19.9,illinois
46793.0,0.516351118760757,0.25,0.670668953687822,0.0802775024777007,High,Regular School,IL,2016-2017,62560,21.5,illinois
133306.0,0.850507099391481,0.187878787878788,0.955156950672646,0.0414694613477575,High,Regular School,IL,2016-2017,60585,20.6,illinois
48618.0,0.833130328867235,0.37636761487965,0.524247491638796,0.0435525192143467,High,Regular School,IL,2016-2017,61614,20.5,illinois
56025.0,0.463340683572216,0.30976430976431,0.723830734966592,0.0921318090114324,High,Regular School,WA,2016-2017,99323,20.030525030525,washington
47969.0,0.5584182144997,0.317901234567901,0.549295774647887,0.0712383488681758,High,Regular School,IL,2016-2017,61270,21.6,illinois
96933.0,0.863964464186563,0.155349291646312,0.853826850690088,0.0679549114331723,High,Regular School,WA,2016-2017,98012,22.960927960928,washington
31722.0,0.759421786267424,0.367389060887513,0.698717948717949,0.123271196632592,High,Regular School,WA,2016-2017,98632,22.1550671550672,washington
31863.0,0.587344028520499,0.676276771004942,0.252408477842004,0.101258894362343,High,Regular School,IL,2016-2017,61604,16.1,illinois
56000.0,0.670721112076455,0.150442477876106,0.619365609348915,0.0868838763575606,High,Regular School,IL,2016-2017,61752,20.9,illinois
36550.0,0.382461311717023,0.734226689000558,0.453890489913545,0.218531468531469,High,Regular School,IL,2016-2017,61101,19.9,illinois
44018.0,0.640442532267978,0.279611650485437,0.667682926829268,0.036468330134357,High,Regular School,IL,2016-2017,61356,20.5,illinois
66536.0,0.627129895994689,0.269938650306748,0.790389708664397,0.0236716192394863,High,Regular School,WA,2016-2017,98908,21.8131868131868,washington
41922.0,0.488476953907816,0.320561941251596,0.528279181708785,0.0956256358087487,High,Regular School,IL,2016-2017,61021,19.5,illinois
15783.0,0.502175805047868,0.70975813177648,0.269982238010657,0.264,High,Regular School,IL,2016-2017,62702,17.5,illinois
45898.0,0.562528841716659,0.317241379310345,0.86672879776328,0.0698254364089776,High,Regular School,IL,2016-2017,62823,19.9,illinois
45016.0,0.808032890575585,0.236496350364963,0.267197682838523,0.164497831164498,High,Regular School,WA,2016-2017,98502,23.4981684981685,washington
49515.0,0.653378706854643,0.251781472684086,0.573982125124131,0.0734840698869476,High,Regular School,IL,2016-2017,62441,20.3,illinois
42650.0,0.732939874585024,0.343416370106762,0.610103626943005,0.0578125,High,Regular School,IL,2016-2017,62918,22.9,illinois
58581.0,0.588960342979636,0.299674267100977,0.739837398373984,0.0996563573883162,High,Regular School,IL,2016-2017,62501,19.7,illinois
46389.0,0.601518026565465,0.29940119760479,0.704156479217604,0.0705045278137128,High,Regular School,IL,2016-2017,61085,20.0,illinois
56250.0,0.410958904109589,0.397553516819572,0.759241706161137,0.0833661030279198,High,Regular School,IL,2016-2017,60164,18.6,illinois
66328.0,0.643790849673203,0.198863636363636,0.814984709480122,0.0411328388401888,High,Regular School,IL,2016-2017,61561,21.0,illinois
147250.0,0.928083567697871,0.218819351975144,0.981196581196581,0.0532731376975169,High,Regular School,IL,2016-2017,60137,23.2,illinois
88244.0,0.624560103722912,0.189316575019639,0.899243017488906,0.101956947162427,High,Regular School,IL,2016-2017,60586,20.3,illinois
86289.0,0.714649681528662,0.262362637362637,0.684174153420871,0.106264348966874,High,Regular School,WA,2016-2017,98031,23.9377289377289,washington
63750.0,0.615559157212318,0.302455357142857,0.809083910700539,0.0586779780841287,High,Regular School,IL,2016-2017,61068,19.3,illinois
59019.0,0.647926914968377,0.38719512195122,0.809948979591837,0.0572045331894226,High,Regular School,WA,2016-2017,98230,22.3015873015873,washington
46767.0,0.507475437847074,0.222222222222222,0.559741657696448,0.0772321428571429,High,Regular School,IL,2016-2017,61953,19.9,illinois
75972.0,0.5965483555845,0.707152496626181,0.873134328358209,0.0863232682060391,High,Regular School,IL,2016-2017,60638,18.7,illinois
115478.0,0.834679334916865,0.234272300469484,0.81470367591898,0.0417130144605117,High,Regular School,WA,2016-2017,98607,22.2527472527473,washington
42667.0,0.955454545454545,0.32362312243969,1.0,0.0610955056179775,High,Regular School,IL,2016-2017,60607,27.5,illinois
53875.0,0.650855365474339,0.509243697478992,0.808630393996248,0.112380952380952,High,Regular School,IL,2016-2017,60446,19.5,illinois
51875.0,0.448315248429469,0.874773139745917,0.616248919619706,0.143857415658816,High,Regular School,IL,2016-2017,60652,15.7,illinois
46971.0,0.471274685816876,0.338762214983713,0.832129963898917,0.0588812561334642,High,Regular School,IL,2016-2017,61739,20.9,illinois
52770.0,0.514415781487102,0.580357142857143,0.499280575539568,0.16510172143975,High,Regular School,IL,2016-2017,60417,19.0,illinois
50379.0,0.698406211687781,0.588660366870484,0.675324675324675,0.123248145094806,High,Regular School,IL,2016-2017,60438,18.0,illinois
37569.0,0.556067588325653,0.436482084690554,0.558363417569194,0.0742894056847545,High,Regular School,IL,2016-2017,62960,20.1,illinois
44575.0,0.723830734966592,0.0978835978835979,0.717529518619437,0.0635039223010833,High,Regular School,IL,2016-2017,62467,21.1,illinois
59663.0,0.487493347525279,0.211303462321792,0.800475059382423,0.067859021567596,High,Regular School,IL,2016-2017,60185,19.1,illinois
45134.0,0.335780315388798,0.993023255813953,0.624695863746959,0.0592615575550729,High,Regular School,WA,2016-2017,98932,18.1257631257631,washington
34552.0,0.429442970822281,0.597744360902256,0.735605170387779,0.111837327523602,High,Regular School,WA,2016-2017,98844,20.2747252747253,washington
54063.0,0.623391158365976,0.284722222222222,0.578008915304606,0.054002541296061,High,Regular School,IL,2016-2017,61046,20.6,illinois
50385.0,0.626980534178361,0.218961625282167,0.518018018018018,0.0803571428571429,High,Regular School,WA,2016-2017,98512,22.8388278388278,washington
26598.0,0.533703961084086,0.555618615209989,0.317985611510791,0.311148086522463,High,Regular School,IL,2016-2017,60426,16.5,illinois
71296.0,0.853110773899848,0.24954128440367,0.757442116868798,0.0568769389865564,High,Regular School,WA,2016-2017,98026,22.960927960928,washington
38036.0,0.5230044345898,0.372216330858961,0.829338446788111,0.0691651432053626,High,Regular School,IL,2016-2017,60707,20.0,illinois
70594.0,0.640184520758585,0.379737045630317,0.702734839476813,0.0440944881889764,High,Regular School,WA,2016-2017,98058,20.7142857142857,washington
88684.0,0.6775,0.302980132450331,0.758589511754069,0.0651959170233783,High,Regular School,IL,2016-2017,60188,21.6,illinois
64714.0,0.698550724637681,0.23391215526047,0.788980070339977,0.0677749360613811,High,Regular School,IL,2016-2017,62249,21.4,illinois
38896.0,0.694472111553785,0.5625,0.558912386706949,0.19529499626587,High,Regular School,WA,2016-2017,98569,20.5677655677656,washington
39082.0,0.544651162790698,0.450704225352113,0.585339168490153,0.0433212996389892,High,Regular School,IL,2016-2017,62932,17.8,illinois
66133.0,0.649628252788104,0.276150627615063,0.644920782851817,0.0566225165562914,High,Regular School,IL,2016-2017,60477,19.2,illinois
29427.0,0.615115465360392,0.455743879472693,0.661881977671451,0.0744416873449131,High,Regular School,IL,2016-2017,62859,18.7,illinois
59393.0,0.537691949744067,0.408119658119658,0.821372854914197,0.0826467559217302,High,Regular School,WA,2016-2017,98247,22.4481074481074,washington
27227.0,0.411674347158218,0.766009852216749,0.554980595084088,0.239393939393939,High,Regular School,IL,2016-2017,60064,15.9,illinois
35833.0,0.465419039869813,0.558712121212121,0.483807005948447,0.147991543340381,High,Regular School,IL,2016-2017,61462,19.8,illinois
41011.0,0.494128698919681,0.37041564792176,0.356955380577428,0.243876464323749,High,Regular School,IL,2016-2017,60130,22.6,illinois
33996.0,0.617031177291764,0.643958868894602,0.25297619047619,0.251708428246014,High,Regular School,IL,2016-2017,60628,23.2,illinois
37900.0,0.445432497978981,0.257801899592944,0.768014059753954,0.164133738601824,High,Regular School,IL,2016-2017,60548,20.0,illinois
46136.0,0.673419107582809,0.269076305220884,0.614194722474977,0.0580276608538785,High,Regular School,WA,2016-2017,98506,23.1562881562882,washington
