median_income,percent_college,percent_lunch,percent_married,rate_unemployment,school_level,school_type,state,year,zip_code,average_act,region
58527.0,0.524883784522833,0.504746835443038,0.720556745182013,0.119487107228406,High,Regular School,IL,2016-2017,60545,17.8,illinois
31476.0,0.566914498141264,0.324170616113744,0.546492659053834,0.10942876806607,High,Regular School,WA,2016-2017,98382,23.1318681318681,washington
44524.0,0.599399849962491,0.456018518518519,0.727047146401985,0.0842696629213483,High,Regular School,IL,2016-2017,62420,19.1,illinois
29583.0,0.522829006266786,0.687845303867403,0.61986301369863,0.164490861618799,High,Regular School,WA,2016-2017,98418,17.7594627594628,washington
86791.0,0.809034153507161,0.377544320420223,0.899189918991899,0.0853858784893268,High,Regular School,WA,2016-2017,98012,21.8864468864469,washington
33449.0,0.120884773662551,0.98576512455516,0.687414500683995,0.210234278668311,High,Regular School,IL,2016-2017,60623,15.3,illinois
39167.0,0.542747358309318,0.45625,0.638528138528139,0.0698630136986301,High,Regular School,IL,2016-2017,62938,18.9,illinois
36304.0,0.567437379576108,0.530201342281879,0.473584905660377,0.0644783118405627,High,Regular School,IL,2016-2017,62920,19.5,illinois
63170.0,0.691323470611755,0.331932773109244,0.679332715477294,0.0595887536718422,High,Regular School,IL,2016-2017,60098,21.5,illinois
43068.0,0.736694677871149,0.291891891891892,0.467625899280576,0.0364715860899067,High,Regular School,IL,2016-2017,62821,18.0,illinois
60078.0,0.563318777292576,0.373134328358209,0.842022116903633,0.0729684908789386,High,Regular School,IL,2016-2017,61483,20.2,illinois
90714.0,0.894280762564991,0.202637889688249,0.73444976076555,0.0720379146919431,High,Regular School,WA,2016-2017,99352,24.010989010989,washington
55956.0,0.669838945827233,0.507281553398058,0.438818565400844,0.115399610136452,High,Regular School,WA,2016-2017,98126,20.6410256410256,washington
66401.0,0.84052247873633,0.133699633699634,0.748251748251748,0.0552127314063007,High,Regular School,WA,2016-2017,98070,24.98778998779,washington
65427.0,0.448535807480429,0.387251542152159,0.531791907514451,0.0476816836566919,High,Regular School,IL,2016-2017,60106,19.8,illinois
65484.0,0.687697160883281,0.166666666666667,0.773056994818653,0.0607621009268795,High,Regular School,IL,2016-2017,61529,21.9,illinois
69797.0,0.813461538461538,0.237082066869301,0.668456375838926,0.0486155827430779,High,Regular School,WA,2016-2017,98005,22.4725274725275,washington
50087.0,0.774364406779661,0.33034379671151,0.721615720524017,0.0527165142549758,High,Regular School,IL,2016-2017,62301,19.5,illinois
76488.0,0.821685173089484,0.463080684596577,0.805996472663139,0.0555555555555556,High,Regular School,IL,2016-2017,60618,24.4,illinois
50236.0,0.281577325939618,0.706099058534589,0.800143781452193,0.118876080691643,High,Regular School,IL,2016-2017,60120,17.9,illinois
25357.0,0.434075342465753,0.596967782691093,0.183395291201983,0.0946083418107833,High,Regular School,IL,2016-2017,61832,17.9,illinois
39850.0,0.439622641509434,0.213740458015267,0.679752066115702,0.0986632718014004,High,Regular School,IL,2016-2017,61234,20.3,illinois
68600.0,0.493371757925072,0.363424577751893,0.744623655913978,0.0945626477541371,High,Regular School,IL,2016-2017,60131,19.9,illinois
69375.0,0.655016447368421,0.145833333333333,0.793388429752066,0.0599137931034483,High,Regular School,IL,2016-2017,61284,20.3,illinois
42628.0,0.608445297504798,0.958693563880884,0.278776978417266,0.306735751295337,High,Regular School,IL,2016-2017,60643,15.2,illinois
40975.0,0.356608478802993,0.606422018348624,0.639921722113503,0.0695389266817838,High,Regular School,WA,2016-2017,99344,19.0781440781441,washington
55386.0,0.579351535836177,0.454029511918275,0.748876684972541,0.14085792515972,High,Regular School,WA,2016-2017,99350,21.9108669108669,washington
34691.0,0.349356804333108,0.340277777777778,0.497690531177829,0.204011065006916,High,Regular School,IL,2016-2017,61364,19.1,illinois
44302.0,0.541687721071248,0.322344322344322,0.814627994955864,0.0778995960761685,High,Regular School,IL,2016-2017,62320,19.6,illinois
56442.0,0.615582743077914,0.3,0.825674690007294,0.123868163708801,High,Regular School,WA,2016-2017,98294,21.8864468864469,washington
42543.0,0.481722177091795,0.449664429530201,0.825503355704698,0.0911207183239109,High,Regular School,IL,2016-2017,62959,18.6,illinois
37500.0,0.634328358208955,0.375776397515528,0.646739130434783,0.15965965965966,High,Regular School,WA,2016-2017,98325,21.4957264957265,washington
31510.0,0.508104738154613,0.433333333333333,0.599383667180277,0.106780982073266,High,Regular School,IL,2016-2017,62644,19.0,illinois
153983.0,0.915488976823064,0.0356793743890518,0.934801762114537,0.0453648915187377,High,Regular School,WA,2016-2017,98075,25.6227106227106,washington
73750.0,0.737038186898479,0.228295819935691,0.814028314028314,0.0523699038780245,High,Regular School,IL,2016-2017,61755,22.1,illinois
44334.0,0.38074398249453,0.443349753694581,0.864332603938731,0.100334448160535,High,Regular School,WA,2016-2017,98816,20.3479853479853,washington
23882.0,0.525619834710744,0.449720670391061,0.578207381370826,0.104215456674473,High,Regular School,IL,2016-2017,62930,18.0,illinois
46278.0,0.605567226890756,0.313492063492063,0.500411184210526,0.104511522233041,High,Regular School,WA,2016-2017,98597,20.8119658119658,washington
43872.0,0.507246376811594,0.363128491620112,0.735074626865672,0.0875075437537719,High,Regular School,IL,2016-2017,61727,18.7,illinois
18750.0,0.567632850241546,0.963636363636364,0.294605809128631,0.279661016949153,High,Regular School,IL,2016-2017,60612,19.2,illinois
29607.0,0.508796622097115,0.436004162330905,0.453471196454948,0.0643522438611346,High,Regular School,IL,2016-2017,62650,18.9,illinois
49018.0,0.764505119453925,0.918414918414918,0.611428571428571,0.133858267716535,High,Regular School,IL,2016-2017,60628,15.7,illinois
57207.0,0.686131386861314,0.351709699930216,0.577565632458234,0.100354789660416,High,Regular School,WA,2016-2017,98498,20.1526251526252,washington
41894.0,0.400546448087432,0.624595469255663,0.760750586395622,0.145308924485126,High,Regular School,WA,2016-2017,98857,16.4163614163614,washington
52153.0,0.350703877500617,0.58756547483489,0.631899350649351,0.108000933053417,High,Regular School,IL,2016-2017,60085,17.3,illinois
73466.0,0.74562363238512,0.19553450608931,0.825253664036077,0.0816953316953317,High,Regular School,WA,2016-2017,99021,22.8144078144078,washington
73051.0,0.670624554737592,0.323338735818476,0.734527687296417,0.109382839939789,High,Regular School,WA,2016-2017,98271,20.982905982906,washington
86012.0,0.715724015398282,0.100294985250737,0.909985935302391,0.0507965133754133,High,Regular School,IL,2016-2017,60047,24.2,illinois
56958.0,0.595097594189741,0.221374045801527,0.648351648351648,0.0984780662488809,High,Regular School,IL,2016-2017,61018,21.7,illinois
57778.0,0.638310893512852,0.289855072463768,0.707042253521127,0.0684835779175402,High,Regular School,IL,2016-2017,61740,19.2,illinois
85156.0,0.764159702878366,0.269885376866968,0.725743855109961,0.0754257907542579,High,Regular School,IL,2016-2017,60516,21.9,illinois
39188.0,0.415855354659249,0.561538461538462,0.636494252873563,0.104666666666667,High,Regular School,IL,2016-2017,62458,18.7,illinois
32725.0,0.362426035502959,0.845144356955381,0.560033585222502,0.135657089024965,High,Regular School,IL,2016-2017,60608,17.4,illinois
52367.0,0.62977793957044,0.277008310249307,0.6,0.0503626107977438,High,Regular School,IL,2016-2017,62231,18.8,illinois
52009.0,0.778421633554084,0.339476813317479,0.619430693069307,0.0866043613707165,High,Regular School,WA,2016-2017,99223,22.008547008547,washington
58842.0,0.652469577666428,0.305956678700361,0.747176368375326,0.13151364764268,High,Regular School,WA,2016-2017,98513,19.1025641025641,washington
47262.0,0.676500508646999,0.434083601286174,0.475138121546961,0.10180412371134,High,Regular School,WA,2016-2017,98648,20.8608058608059,washington
23109.0,0.501704545454545,0.211822660098522,0.24765478424015,0.086410635155096,High,Regular School,IL,2016-2017,61025,22.0,illinois
63584.0,0.526801667659321,0.189526184538653,0.783659378596087,0.045863309352518,High,Regular School,IL,2016-2017,62615,20.1,illinois
101875.0,0.726770108792581,0.159631246967492,0.93339457969683,0.0374271205567049,High,Regular School,IL,2016-2017,60487,21.8,illinois
33430.0,0.438742783835792,0.653483992467043,0.462657613967022,0.141452344931921,High,Regular School,IL,2016-2017,61443,19.8,illinois
40526.0,0.371712864250178,0.952898550724638,0.172360248447205,0.0951625693893735,High,Regular School,IL,2016-2017,60641,16.1,illinois
32415.0,0.594288793103448,0.512010113780025,0.225558121632025,0.150862068965517,High,Regular School,IL,2016-2017,61866,18.4,illinois
40820.0,0.621234567901235,0.203588143525741,0.412256267409471,0.10984126984127,High,Regular School,WA,2016-2017,98665,23.4249084249084,washington
43578.0,0.494908350305499,0.206703910614525,0.804054054054054,0.0879811468970935,High,Regular School,IL,2016-2017,62631,20.0,illinois
36707.0,0.532671197072661,0.540540540540541,0.578606158833063,0.140418929402638,High,Regular School,WA,2016-2017,98586,19.6886446886447,washington
81632.0,0.793904958677686,0.139925373134328,0.769475357710652,0.0711764705882353,High,Regular School,WA,2016-2017,99026,21.2271062271062,washington
63327.0,0.595272551857212,0.331318016928658,0.689672544080605,0.0839868454338477,High,Regular School,WA,2016-2017,98424,21.4957264957265,washington
130545.0,0.869394435351882,0.115501519756839,0.960162052667117,0.0358819584171697,High,Regular School,IL,2016-2017,60061,25.0,illinois
53184.0,0.557702630166398,0.28719723183391,0.695424836601307,0.0848849945235487,High,Regular School,IL,2016-2017,61844,19.7,illinois
63942.0,0.62424590634875,0.174712643678161,0.808283233132932,0.0341215205028435,High,Regular School,IL,2016-2017,62298,21.8,illinois
104961.0,0.756294964028777,0.0567338282078473,0.926724137931034,0.0609695152423788,High,Regular School,IL,2016-2017,60451,22.8,illinois
105952.0,0.964580873671783,0.77683615819209,0.907949790794979,0.0383991346673878,High,Regular School,IL,2016-2017,60613,18.5,illinois
45018.0,0.516806722689076,0.304086538461538,0.755885997521685,0.116325181758097,High,Regular School,IL,2016-2017,62656,21.1,illinois
43277.0,0.484675694939416,0.546961325966851,0.354838709677419,0.135977337110482,High,Regular School,IL,2016-2017,61364,18.2,illinois
96518.0,0.871193210184723,0.165731264443711,0.76877133105802,0.116414435389988,High,Regular School,IL,2016-2017,60010,24.4,illinois
46982.0,0.667063020214031,0.340897878638382,0.508379888268156,0.123142250530786,High,Regular School,IL,2016-2017,60915,20.9,illinois
44466.0,0.618181818181818,0.293577981651376,0.652737752161383,0.0760869565217391,High,Regular School,IL,2016-2017,62016,21.1,illinois
88889.0,0.874925014997001,0.462585034013605,0.880143112701252,0.0608856088560886,High,Regular School,WA,2016-2017,98125,16.3919413919414,washington
59056.0,0.439873417721519,0.31980906921241,0.70446735395189,0.0893736805066854,High,Regular School,IL,2016-2017,62561,19.9,illinois
50742.0,0.616279069767442,0.287425149700599,0.708622398414272,0.0540123456790123,High,Regular School,IL,2016-2017,61956,20.8,illinois
59479.0,0.553818669048682,0.39419795221843,0.749131944444444,0.0773244781783681,High,Regular School,WA,2016-2017,98244,22.4969474969475,washington
31927.0,0.268576826196474,0.662128088754413,0.550883095037847,0.122231012658228,High,Regular School,WA,2016-2017,99301,16.3675213675214,washington
33229.0,0.333696837513631,0.978915662650602,0.215302491103203,0.320876288659794,High,Regular School,IL,2016-2017,60609,14.6,illinois
29034.0,0.555855855855856,0.35933147632312,0.609137055837564,0.0744849445324881,High,Regular School,IL,2016-2017,62439,18.5,illinois
55531.0,0.556918238993711,0.574358974358974,0.72520908004779,0.0918686473807662,High,Regular School,WA,2016-2017,98596,20.6410256410256,washington
35833.0,0.465419039869813,0.314935064935065,0.483807005948447,0.147991543340381,High,Regular School,IL,2016-2017,61462,19.9,illinois
31586.0,0.448763250883392,0.827655310621243,0.434653465346535,0.147912885662432,High,Regular School,IL,2016-2017,62206,15.9,illinois
70365.0,0.664921465968586,0.174817313097246,0.663329161451815,0.0756663800515907,High,Regular School,WA,2016-2017,98258,22.960927960928,washington
77206.0,0.70887573964497,0.0775577557755776,0.79080824088748,0.0276555625392835,High,Regular School,IL,2016-2017,62243,21.9,illinois
62034.0,0.765008576329331,0.183333333333333,0.949099451840251,0.0616740088105727,High,Regular School,WA,2016-2017,98370,23.962148962149,washington
54020.0,0.487564639251416,0.370588235294118,0.736463620981388,0.0644145433724592,High,Regular School,WA,2016-2017,98823,20.5921855921856,washington
41250.0,0.8084345961401,0.975957257346394,0.25531914893617,0.186259541984733,High,Regular School,IL,2016-2017,60616,14.9,illinois
64111.0,0.547266514806378,0.2569558101473,0.806256306760848,0.0759951749095295,High,Regular School,WA,2016-2017,98338,21.1294261294261,washington
18816.0,0.759353741496599,0.244660194174757,0.0434782608695652,0.217532467532468,High,Regular School,WA,2016-2017,98402,21.8131868131868,washington
36473.0,0.348017621145374,0.392670157068063,0.557719054242003,0.127057274522712,High,Regular School,IL,2016-2017,61074,18.8,illinois
130901.0,0.857108778625954,0.154367770243319,0.882149046793761,0.0432960893854749,High,Regular School,IL,2016-2017,60174,23.3,illinois
128750.0,0.959349593495935,0.0612171407994238,0.715652173913043,0.134296028880866,High,Regular School,IL,2016-2017,60521,26.7,illinois
81528.0,0.636579572446556,0.105714285714286,0.782705099778271,0.121664050235479,High,Regular School,IL,2016-2017,60109,22.9,illinois
63455.0,0.680765357502518,0.0865671641791045,0.803231390652049,0.073309241094476,High,Regular School,IL,2016-2017,62236,22.5,illinois
84688.0,0.613992762364294,0.295546558704453,0.778947368421053,0.0543933054393305,High,Regular School,WA,2016-2017,98360,21.1538461538462,washington
44511.0,0.652335456475584,0.763247863247863,0.8576,0.0819397993311037,High,Regular School,IL,2016-2017,60901,17.2,illinois
127050.0,0.915923566878981,0.22107969151671,0.969184890656064,0.0233022636484687,High,Regular School,IL,2016-2017,61761,22.7,illinois
18106.0,0.34733893557423,0.334975369458128,0.285714285714286,0.18974358974359,High,Regular School,IL,2016-2017,62379,18.2,illinois
65057.0,0.820359281437126,0.0807200929152149,0.684210526315789,0.059745347698335,High,Regular School,WA,2016-2017,98335,23.4981684981685,washington
36180.0,0.555899248784799,0.350299401197605,0.613003095975232,0.0344287949921753,High,Regular School,IL,2016-2017,62363,19.8,illinois
61125.0,0.530511463844797,0.375634517766497,0.644037780401417,0.108586830958799,High,Regular School,WA,2016-2017,98023,19.8840048840049,washington
11708.0,0.341176470588235,0.813186813186813,0.03,0.470219435736677,High,Regular School,IL,2016-2017,60609,18.5,illinois
60972.0,0.717647058823529,0.103125,0.866481223922114,0.054655107425556,High,Regular School,IL,2016-2017,61568,22.9,illinois
42827.0,0.265888978278359,0.626950354609929,0.6580259222333,0.0986460348162476,High,Regular School,IL,2016-2017,60505,17.1,illinois
33598.0,0.339451913133402,0.739046701974001,0.540357660705655,0.110478359908884,High,Regular School,WA,2016-2017,98902,18.7606837606838,washington
42805.0,0.386973180076628,0.604048582995951,0.602813852813853,0.0524271844660194,High,Regular School,WA,2016-2017,98148,18.3943833943834,washington
57111.0,0.459074733096085,0.311433986102337,0.685148514851485,0.156644770085902,High,Regular School,WA,2016-2017,98092,22.3015873015873,washington
50014.0,0.66374269005848,0.329842931937173,0.634862385321101,0.0619621342512909,High,Regular School,IL,2016-2017,62321,20.0,illinois
37491.0,0.586674358234785,0.570873786407767,0.524506217995611,0.108680792891319,High,Regular School,IL,2016-2017,62095,17.5,illinois
118005.0,0.841357308584687,0.111417539988969,0.921052631578947,0.0559974546611518,High,Regular School,IL,2016-2017,60013,23.3,illinois
42266.0,0.521039603960396,0.338164251207729,0.69620253164557,0.0770465489566613,High,Regular School,IL,2016-2017,62417,19.5,illinois
46639.0,0.468390804597701,0.495873452544704,0.367209971236817,0.10727969348659,High,Regular School,WA,2016-2017,98002,21.1782661782662,washington
44831.0,0.461908030199039,0.538421052631579,0.706860706860707,0.105263157894737,High,Regular School,IL,2016-2017,62040,17.9,illinois
