median_income,percent_college,percent_lunch,percent_married,rate_unemployment,school_level,school_type,state,year,zip_code,average_act,region
154025.0,0.95970695970696,0.0317919075144509,0.827225130890052,0.0138424821002387,High,Regular School,WA,2016-2017,98040,26.7704517704518,washington
19568.0,0.439801699716714,0.832962138084632,0.0,0.428140703517588,High,Regular School,IL,2016-2017,60621,16.6,illinois
50441.0,0.73546511627907,0.330623306233062,0.511581733951026,0.0943745373797187,High,Regular School,IL,2016-2017,62221,20.2,illinois
48972.0,0.399236906000694,0.383980181668043,0.86119679210364,0.148355754857997,High,Regular School,IL,2016-2017,61008,18.5,illinois
80091.0,0.940537449971412,0.355871886120996,1.0,0.0383991346673878,High,Regular School,IL,2016-2017,60605,27.1,illinois
70851.0,0.669127225358228,0.263345195729537,0.71147880041365,0.0486111111111111,High,Regular School,IL,2016-2017,61843,21.8,illinois
46406.0,0.681246857717446,0.278186274509804,0.401724137931035,0.0835509138381201,High,Regular School,IL,2016-2017,62401,19.9,illinois
47404.0,0.516065573770492,0.340764331210191,0.678035470668486,0.0958904109589041,High,Regular School,IL,2016-2017,61546,18.5,illinois
38090.0,0.557239057239057,0.577536231884058,0.248581157775255,0.152965235173824,High,Regular School,WA,2016-2017,98663,20.0549450549451,washington
38770.0,0.564392410173597,0.684090909090909,0.42901878914405,0.0874200426439232,High,Regular School,WA,2016-2017,98168,18.003663003663,washington
105395.0,0.903764420157863,0.081165452653486,0.800123001230012,0.0450901803607214,High,Regular School,IL,2016-2017,60564,25.6,illinois
22360.0,0.845911949685535,0.205648720211827,0.54083885209713,0.100157551204141,High,Regular School,WA,2016-2017,98225,24.8656898656899,washington
62609.0,0.751388888888889,0.587654320987654,0.666666666666667,0.171428571428571,High,Regular School,IL,2016-2017,60419,16.6,illinois
48810.0,0.489159891598916,0.421686746987952,0.794416243654822,0.0375657400450789,High,Regular School,IL,2016-2017,62895,18.5,illinois
53777.0,0.525443110348771,0.329153605015674,0.778835978835979,0.0760456273764259,High,Regular School,IL,2016-2017,61338,20.4,illinois
82028.0,0.697602474864656,0.0552959501557632,0.806686046511628,0.0578358208955224,High,Regular School,IL,2016-2017,60451,23.0,illinois
59561.0,0.60844250363901,0.258181818181818,0.68993839835729,0.0791052918712493,High,Regular School,IL,2016-2017,60420,20.2,illinois
56063.0,0.68361581920904,0.302884615384615,0.488333333333333,0.0792452830188679,High,Regular School,WA,2016-2017,98257,21.2515262515263,washington
65273.0,0.588271227855834,0.380883066472586,0.916666666666667,0.0815884476534296,High,Regular School,IL,2016-2017,60018,20.4,illinois
48500.0,0.576726342710997,0.478805394990366,0.782729805013928,0.117747440273038,High,Regular School,WA,2016-2017,98584,22.1794871794872,washington
36736.0,0.765725288831836,0.362956810631229,0.580078125,0.0693686671862822,High,Regular School,WA,2016-2017,98362,22.8876678876679,washington
38818.0,0.367206338270754,0.462765957446808,0.713153724247227,0.141767068273092,High,Regular School,IL,2016-2017,60942,18.2,illinois
38400.0,0.559664694280079,0.461538461538462,0.489968321013728,0.0964325529542921,High,Regular School,IL,2016-2017,62033,19.5,illinois
39949.0,0.37630890052356,0.826570680628272,0.618303571428571,0.226841721371262,High,Regular School,IL,2016-2017,60617,16.9,illinois
38219.0,0.391331269349845,0.658064516129032,0.793545717832023,0.119477286869944,High,Regular School,WA,2016-2017,98848,20.2991452991453,washington
58657.0,0.625592417061611,0.256227758007117,0.643256185155627,0.0655673341185709,High,Regular School,IL,2016-2017,62558,20.0,illinois
59400.0,0.700072446269017,0.263642806520198,0.735446313065977,0.120143290162579,High,Regular School,IL,2016-2017,60452,20.7,illinois
73365.0,0.711919191919192,0.210526315789474,0.875121951219512,0.0953008344312692,High,Regular School,IL,2016-2017,62264,19.5,illinois
78138.0,0.641135390853796,0.302952971199417,0.777429467084639,0.055,High,Regular School,IL,2016-2017,60177,20.7,illinois
106250.0,0.87381158167675,0.146686159844055,0.821963394342762,0.109425785482124,High,Regular School,IL,2016-2017,60035,25.3,illinois
34865.0,0.595353339787028,0.241126070991432,0.339055793991416,0.0617433414043584,High,Regular School,IL,2016-2017,60610,29.4,illinois
47639.0,0.651529636711281,0.426640926640927,0.67332268370607,0.0601180891035964,High,Regular School,IL,2016-2017,62049,18.9,illinois
47083.0,0.646396396396396,0.51063829787234,0.290763968072976,0.196479738027016,High,Regular School,IL,2016-2017,60471,19.3,illinois
24671.0,0.361867704280156,0.587919463087248,0.549683662076665,0.11869618696187,High,Regular School,WA,2016-2017,99336,19.0781440781441,washington
100549.0,0.890962099125364,0.235719450469993,0.818360655737705,0.0886235072281584,High,Regular School,IL,2016-2017,60422,20.7,illinois
52765.0,0.600142045454545,0.291497975708502,0.676311030741411,0.0660247592847318,High,Regular School,IL,2016-2017,61842,21.3,illinois
50719.0,0.518609206660137,0.225683890577508,0.514285714285714,0.0976581963129048,High,Regular School,IL,2016-2017,60084,22.0,illinois
118389.0,0.910814170292107,0.101004759386568,0.842450765864333,0.0405455215628456,High,Regular School,WA,2016-2017,98052,25.6959706959707,washington
60938.0,0.756963575145393,0.319196428571429,0.547683923705722,0.0600796235975389,High,Regular School,WA,2016-2017,98226,23.2539682539683,washington
53701.0,0.584259537398618,0.57258064516129,0.640502354788069,0.071003963011889,High,Regular School,IL,2016-2017,62257,20.8,illinois
91758.0,0.74927421483241,0.230656934306569,0.948247978436658,0.0821831869510665,High,Regular School,WA,2016-2017,98642,22.0818070818071,washington
61543.0,0.603402646502836,0.195035460992908,0.732739420935412,0.0683039140445127,High,Regular School,IL,2016-2017,61063,21.0,illinois
64702.0,0.653208363374189,0.155555555555556,0.843870967741935,0.0496987951807229,High,Regular School,IL,2016-2017,61818,19.5,illinois
60119.0,0.519741564967696,0.0843091334894614,0.744230769230769,0.0673076923076923,High,Regular School,IL,2016-2017,62677,19.9,illinois
49792.0,0.67192429022082,0.352657004830918,0.894888408927286,0.0723747980613893,High,Regular School,IL,2016-2017,62360,18.4,illinois
58750.0,0.620723047127179,0.469225888324873,0.712727272727273,0.114393679148059,High,Regular School,IL,2016-2017,60631,19.2,illinois
30977.0,0.510928961748634,0.388571428571429,0.581314878892734,0.200488997555012,High,Regular School,IL,2016-2017,62931,18.9,illinois
35739.0,0.193548387096774,0.819867549668874,0.632823365785814,0.0983513359863559,High,Regular School,IL,2016-2017,60639,18.7,illinois
42196.0,0.620509243111266,0.21763085399449,0.660808435852373,0.055976430976431,High,Regular School,IL,2016-2017,62565,20.5,illinois
14005.0,0.395144976399191,0.952651515151515,0.0521327014218009,0.431528662420382,High,Regular School,IL,2016-2017,60827,17.7,illinois
125100.0,0.915,0.000265886732252061,0.910141206675225,0.0416961130742049,High,Regular School,IL,2016-2017,60069,26.5,illinois
53021.0,0.570319240724763,0.305882352941176,0.573122529644269,0.0603732162458836,High,Regular School,IL,2016-2017,62047,19.8,illinois
42870.0,0.390804597701149,0.803389830508475,0.254335260115607,0.241758241758242,High,Regular School,IL,2016-2017,60624,14.7,illinois
46602.0,0.539971448965025,0.4082774049217,0.82188679245283,0.117535903250189,High,Regular School,IL,2016-2017,60459,18.7,illinois
102206.0,0.804704129416773,0.0793036750483559,0.868862844472601,0.0570097604259095,High,Regular School,IL,2016-2017,60142,22.4,illinois
94507.0,0.93953488372093,0.952542372881356,0.572463768115942,0.0482204362801378,High,Regular School,IL,2016-2017,60622,15.7,illinois
42413.0,0.664923421740755,0.299287410926366,0.679377431906615,0.107307692307692,High,Regular School,IL,2016-2017,62626,21.1,illinois
63166.0,0.670496894409938,0.264150943396226,0.796545105566219,0.063758389261745,High,Regular School,WA,2016-2017,98226,21.5689865689866,washington
83074.0,0.628209000302024,0.252442360296991,0.915314043754411,0.0525472604934316,High,Regular School,IL,2016-2017,60543,20.8,illinois
50722.0,0.639605818864383,0.471164309031556,0.801670146137787,0.0423523064472619,High,Regular School,IL,2016-2017,60068,21.0,illinois
56750.0,0.466985645933014,0.180412371134021,0.711157455683003,0.135890410958904,High,Regular School,IL,2016-2017,60424,20.6,illinois
55905.0,0.63328530259366,0.228415300546448,0.732779097387173,0.0605055946953999,High,Regular School,IL,2016-2017,60450,21.6,illinois
62063.0,0.608221476510067,0.644645340751043,0.678986272439282,0.104506232023011,High,Regular School,WA,2016-2017,98409,17.5885225885226,washington
32397.0,0.69697975439761,0.55420773313116,0.628657921291625,0.103924418604651,High,Regular School,WA,2016-2017,98055,18.2967032967033,washington
62364.0,0.667829727843685,0.225118483412322,0.742537313432836,0.106172839506173,High,Regular School,WA,2016-2017,98155,24.1575091575092,washington
64335.0,0.655829596412556,0.210526315789474,0.748732802317161,0.0487619047619048,High,Regular School,IL,2016-2017,61010,22.3,illinois
74622.0,0.76166804750069,0.323353293413174,0.572413793103448,0.104521432765708,High,Regular School,WA,2016-2017,98092,21.7887667887668,washington
35625.0,0.589580686149936,0.310679611650485,0.561664190193165,0.0593220338983051,High,Regular School,IL,2016-2017,62837,18.6,illinois
56940.0,0.5809604759881,0.284280936454849,0.601173020527859,0.0820117806977798,High,Regular School,IL,2016-2017,62573,20.3,illinois
36926.0,0.469927826784282,0.496644295302013,0.626297577854671,0.106074342701723,High,Regular School,IL,2016-2017,62312,18.5,illinois
59325.0,0.631224066390041,0.244538834951456,0.585253456221198,0.0905739863085835,High,Regular School,WA,2016-2017,98390,21.984126984127,washington
45625.0,0.645625,0.548761201897733,0.495314591700134,0.109806629834254,High,Regular School,WA,2016-2017,98273,20.3968253968254,washington
63906.0,0.748518011855905,0.889369057908384,0.752878653675819,0.0279385854517996,High,Regular School,IL,2016-2017,60660,18.5,illinois
102629.0,0.857142857142857,0.1712506486767,0.896296296296296,0.0384615384615385,High,Regular School,IL,2016-2017,60089,23.3,illinois
85951.0,0.732801889577797,0.0978622327790974,0.880178457616316,0.0578120367625259,High,Regular School,IL,2016-2017,60056,24.4,illinois
42627.0,0.523836231071228,0.362244897959184,0.696540880503145,0.101981351981352,High,Regular School,IL,2016-2017,61362,19.6,illinois
135819.0,0.917078737162419,0.0286236297198538,0.807453416149068,0.0448328267477204,High,Regular School,IL,2016-2017,60015,26.4,illinois
44500.0,0.482442748091603,0.985576923076923,0.259206798866856,0.329,High,Regular School,IL,2016-2017,60628,14.4,illinois
44150.0,0.522736931576711,0.399561723886048,0.485625485625486,0.0867924528301887,High,Regular School,WA,2016-2017,98802,20.8119658119658,washington
21913.0,0.386964618249534,0.984126984126984,0.177958015267176,0.349729053772405,High,Regular School,IL,2016-2017,60644,14.0,illinois
77425.0,0.762384550797649,0.103286384976526,0.700716845878136,0.0997229916897507,High,Regular School,WA,2016-2017,98065,23.3760683760684,washington
82580.0,0.817640047675805,0.164584864070536,0.718259629101284,0.083873757025508,High,Regular School,IL,2016-2017,62629,22.5,illinois
96194.0,0.714924838940587,0.564444444444444,0.828860536735592,0.0857302951064625,High,Regular School,IL,2016-2017,60107,17.9,illinois
38200.0,0.552933243425489,0.68251841929002,0.555856465809072,0.104371799921229,High,Regular School,WA,2016-2017,99207,18.2967032967033,washington
45309.0,0.644880174291939,0.307692307692308,0.895280235988201,0.11276332094176,High,Regular School,IL,2016-2017,62454,20.3,illinois
43250.0,0.337933918862401,0.894073139974779,0.513491414554375,0.10188019239178,High,Regular School,IL,2016-2017,60629,17.7,illinois
53229.0,0.503298774740811,0.26986301369863,0.550943396226415,0.101066531234129,High,Regular School,IL,2016-2017,61764,19.7,illinois
50697.0,0.664142943670503,0.373309287646528,0.816378758797185,0.0348525469168901,High,Regular School,WA,2016-2017,99216,21.7643467643468,washington
40321.0,0.571506849315068,0.460271317829457,0.372763419483101,0.0635545556805399,High,Regular School,IL,2016-2017,61938,19.9,illinois
54773.0,0.565985130111524,0.296187683284457,0.74235807860262,0.075685903500473,High,Regular School,IL,2016-2017,62544,20.0,illinois
49527.0,0.688439606013479,0.281270252754375,0.721437740693196,0.0768166089965398,High,Regular School,WA,2016-2017,98277,21.3492063492064,washington
60385.0,0.569927243330639,0.198717948717949,0.819734345351044,0.0916955017301038,High,Regular School,IL,2016-2017,60940,19.6,illinois
39855.0,0.348979591836735,0.503703703703704,0.448466257668712,0.121663244353183,High,Regular School,IL,2016-2017,60033,17.9,illinois
55123.0,0.734401349072513,0.401614530776993,0.694415173867229,0.109459459459459,High,Regular School,WA,2016-2017,99362,22.2771672771673,washington
106570.0,0.840279510856002,0.088252832438879,0.851716247139588,0.0467914438502674,High,Regular School,WA,2016-2017,98296,23.2051282051282,washington
50781.0,0.55988219895288,0.226519337016575,0.702146690518784,0.101933216168717,High,Regular School,WA,2016-2017,99022,21.3003663003663,washington
42404.0,0.755347996384453,0.324942791762014,0.747211895910781,0.135907335907336,High,Regular School,WA,2016-2017,98368,23.5470085470085,washington
33232.0,0.571871768355739,0.535185185185185,0.56538762725137,0.224819143016138,High,Regular School,WA,2016-2017,98531,21.0561660561661,washington
102266.0,0.744749596122779,0.340632603406326,0.76980365605958,0.0970708446866485,High,Regular School,WA,2016-2017,98270,19.2735042735043,washington
48333.0,0.697125256673511,0.350378787878788,0.61283185840708,0.0911983032873807,High,Regular School,IL,2016-2017,62863,18.4,illinois
62755.0,0.561631944444444,0.784982935153584,0.668715083798883,0.123945489941596,High,Regular School,IL,2016-2017,61109,17.2,illinois
77772.0,0.708652482269504,0.298572996706915,0.885698198198198,0.0899621212121212,High,Regular School,WA,2016-2017,98671,21.5689865689866,washington
44470.0,0.532207907596624,0.396166134185303,0.725288831835687,0.0659369298931457,High,Regular School,IL,2016-2017,62239,18.5,illinois
31466.0,0.490909090909091,0.717777777777778,0.754310344827586,0.0984848484848485,High,Regular School,WA,2016-2017,98188,18.4188034188034,washington
171000.0,0.957697983275947,0.159950402975821,0.957230142566191,0.0458265139116203,High,Regular School,IL,2016-2017,60302,23.8,illinois
79844.0,0.637658837119754,0.225230769230769,0.745749613601236,0.111612638489947,High,Regular School,WA,2016-2017,98223,22.3504273504273,washington
34319.0,0.603838582677165,0.330855018587361,0.745358090185676,0.112352168199737,High,Regular School,WA,2016-2017,98862,23.9377289377289,washington
104375.0,0.732684602175157,0.0292207792207792,0.8125,0.0611802923659989,High,Regular School,IL,2016-2017,60423,23.1,illinois
32202.0,0.177609980302035,0.996273291925466,0.533460076045627,0.130252100840336,High,Regular School,WA,2016-2017,98951,17.1001221001221,washington
32879.0,0.600234466588511,0.98159509202454,0.767416934619507,0.237510237510238,High,Regular School,WA,2016-2017,99173,18.7606837606838,washington
20990.0,0.410885167464115,0.979310344827586,0.363741339491917,0.196192052980132,High,Regular School,IL,2016-2017,62060,15.9,illinois
47743.0,0.482204362801378,0.417391304347826,0.744710860366714,0.0521739130434783,High,Regular School,IL,2016-2017,62471,18.9,illinois
29805.0,0.134793597304128,0.987237921604376,0.385976408912189,0.142316017316017,High,Regular School,IL,2016-2017,60623,15.9,illinois
57117.0,0.553626782393056,0.418208373904576,0.855740922473013,0.109547123623011,High,Regular School,WA,2016-2017,98682,20.2014652014652,washington
50156.0,0.585234093637455,0.331210191082803,0.657975460122699,0.0833907649896623,High,Regular School,IL,2016-2017,61914,19.2,illinois
79435.0,0.735760422783324,0.291467576791809,0.85969387755102,0.108255216208044,High,Regular School,WA,2016-2017,98059,22.4969474969475,washington
60742.0,0.555994079921066,0.400386847195358,0.776572668112798,0.12316874660879,High,Regular School,IL,2016-2017,61065,19.3,illinois
47167.0,0.375232198142415,0.985815602836879,0.316929133858268,0.163650668764752,High,Regular School,WA,2016-2017,98952,16.5140415140415,washington
27647.62911913928,0.41920330164204134,0.888667992047714,0.44079713710323903,0.15194400493306276,High,Regular School,IL,2016-2017,60615,16.5,illinois
48967.0,0.630462724935733,0.291005291005291,0.539671682626539,0.0846726773814191,High,Regular School,WA,2016-2017,98366,21.0561660561661,washington
70793.0,0.835658914728682,0.143674507310871,0.797225186766275,0.0882479552303056,High,Regular School,WA,2016-2017,98011,23.4737484737485,washington
55040.0,0.531394275161588,0.195439739413681,0.715596330275229,0.14938205265986,High,Regular School,WA,2016-2017,98328,21.1782661782662,washington
114722.0,0.861919861631594,0.199728874830547,0.874407582938389,0.0589729119638826,High,Regular School,IL,2016-2017,60102,22.5,illinois
47295.0,0.623237450648618,0.3632,0.733612273361227,0.0690310322989234,High,Regular School,IL,2016-2017,61301,19.7,illinois
78232.0,0.656728128677913,0.613597246127367,0.888980944490472,0.0673117374842238,High,Regular School,WA,2016-2017,99301,18.6141636141636,washington
105255.0,0.750877192982456,0.104338275672707,0.825481798715203,0.0543219666931007,High,Regular School,WA,2016-2017,98042,22.8388278388278,washington
55772.0,0.610754659333944,0.386861313868613,0.794636015325671,0.0658450704225352,High,Regular School,WA,2016-2017,98611,19.6886446886447,washington
35427.0,0.462,0.523952095808383,0.70979020979021,0.112359550561798,High,Regular School,WA,2016-2017,98855,19.5665445665446,washington
41215.0,0.454474302113227,0.452196382428941,0.385802469135802,0.141414141414141,High,Regular School,WA,2016-2017,98198,20.5677655677656,washington
55498.0,0.453320500481232,0.275720164609054,0.541001064962726,0.11751283513976,High,Regular School,IL,2016-2017,60481,20.0,illinois
48272.0,0.462740384615385,0.8,0.476249228871067,0.138888888888889,High,Regular School,IL,2016-2017,60411,16.7,illinois
31454.0,0.543689320388349,0.505112474437628,0.532945736434108,0.276747503566334,High,Regular School,WA,2016-2017,98550,20.8119658119658,washington
82213.0,0.787744007907092,0.171251719394773,0.804773561811506,0.0791589363017935,High,Regular School,WA,2016-2017,98332,22.7167277167277,washington
70609.0,0.72579185520362,0.363494539781591,0.768518518518518,0.100927441352973,High,Regular School,IL,2016-2017,60077,22.1,illinois
54879.0,0.619498984427894,0.146496815286624,0.725848563968668,0.0721579305650102,High,Regular School,IL,2016-2017,61062,22.0,illinois
59016.0,0.765161725067385,0.264649066323245,0.563814866760168,0.0407124681933842,High,Regular School,IL,2016-2017,61761,21.8,illinois
52539.0,0.441200657894737,0.853394181403309,0.525870178739417,0.202948402948403,High,Regular School,IL,2016-2017,60634,16.8,illinois
65272.0,0.536286522148916,0.168316831683168,0.863736263736264,0.0767927724449464,High,Regular School,IL,2016-2017,60941,21.0,illinois
56679.0,0.670875054418807,0.182831661092531,0.657922350472193,0.0652715495764823,High,Regular School,WA,2016-2017,98290,22.8632478632479,washington
39144.0,0.473801065719361,0.384242424242424,0.54871447902571,0.0407608695652174,High,Regular School,WA,2016-2017,99338,22.1062271062271,washington
31466.0,0.490909090909091,0.763092269326683,0.754310344827586,0.0984848484848485,High,Regular School,WA,2016-2017,98188,14.8534798534799,washington
51719.0,0.76318359375,0.219078947368421,0.506008010680908,0.0631988332523092,High,Regular School,WA,2016-2017,98133,23.962148962149,washington
59911.0,0.732471068754255,0.286195286195286,0.906849315068493,0.132692307692308,High,Regular School,WA,2016-2017,98239,21.2026862026862,washington
11209.0,0.396840148698885,0.964,0.0443037974683544,0.170974155069582,High,Regular School,IL,2016-2017,60624,14.9,illinois
30875.0,0.379358437935844,0.762388818297332,0.0867052023121387,0.235865724381625,High,Regular School,IL,2016-2017,61605,15.5,illinois
21094.0,0.315729699034639,0.656198887798495,0.392178770949721,0.124507486209614,High,Regular School,IL,2016-2017,60432,17.6,illinois
68167.0,0.808715901530273,0.2385,0.840845070422535,0.132401618242001,High,Regular School,WA,2016-2017,98685,22.0573870573871,washington
64475.0,0.752562225475842,0.154920634920635,0.704697986577181,0.0479735318444996,High,Regular School,WA,2016-2017,99218,22.5946275946276,washington
47429.0,0.6214937478878,0.51604621309371,0.589541547277937,0.0654518408330234,High,Regular School,WA,2016-2017,98003,18.8339438339438,washington
57022.0,0.592833876221498,0.238532110091743,0.518226600985222,0.0363003480855296,High,Regular School,IL,2016-2017,61250,21.9,illinois
90641.0,0.754639578042586,0.199063231850117,0.828721017202693,0.0428082191780822,High,Regular School,IL,2016-2017,61745,19.8,illinois
42143.0,0.624858757062147,0.374045801526718,0.612602100350058,0.0443524541691307,High,Regular School,IL,2016-2017,61231,19.1,illinois
27399.0,0.237343241987924,0.851196670135276,0.666875391358798,0.0936046511627907,High,Regular School,WA,2016-2017,98948,16.1965811965812,washington
65508.0,0.666169617893756,0.451482479784367,0.700887573964497,0.10126582278481,High,Regular School,WA,2016-2017,98837,20.030525030525,washington
44334.0,0.38074398249453,0.637755102040816,0.864332603938731,0.100334448160535,High,Regular School,WA,2016-2017,98831,18.8827838827839,washington
27292.0,0.411433172302738,0.308351177730193,0.564935064935065,0.138211382113821,High,Regular School,IL,2016-2017,61350,20.3,illinois
20281.0,0.525541125541126,0.926409903713893,0.231182795698925,0.3557582668187,High,Regular School,IL,2016-2017,60620,17.1,illinois
43295.0,0.19769291964996,0.887111947318909,0.714757709251101,0.171582883257167,High,Regular School,IL,2016-2017,60632,17.0,illinois
81138.0,0.74812030075188,0.127450980392157,0.717307692307692,0.0597915523861766,High,Regular School,IL,2016-2017,62563,22.6,illinois
25769.0,0.395913154533844,0.565595134665508,0.406779661016949,0.399441340782123,High,Regular School,IL,2016-2017,60636,22.9,illinois
64453.0,0.610831234256927,0.123809523809524,0.744075829383886,0.070855614973262,High,Alternative School,WA,2016-2017,98108,25.6227106227106,washington
55793.0,0.619631901840491,0.348993288590604,0.827676240208877,0.0860335195530726,High,Regular School,IL,2016-2017,61418,18.2,illinois
73553.0,0.602116402116402,0.302158273381295,0.685714285714286,0.0758184951177484,High,Regular School,WA,2016-2017,98042,22.6923076923077,washington
88257.0,0.740751614797416,0.130769230769231,0.864900662251656,0.0526315789473684,High,Regular School,IL,2016-2017,60030,22.9,illinois
52566.0,0.54228855721393,0.193965517241379,0.584592145015106,0.05078125,High,Regular School,IL,2016-2017,61036,22.1,illinois
72368.0,0.822906641000962,0.801395939086294,0.882352941176471,0.099562363238512,High,Regular School,IL,2016-2017,60659,17.0,illinois
45781.0,0.497257053291536,0.612099644128114,0.560061208875287,0.0963529941467807,High,Regular School,WA,2016-2017,98146,16.3186813186813,washington
125919.0,0.939600363306085,0.223346303501946,0.887269193391642,0.0407002188183807,High,Regular School,IL,2016-2017,60504,23.3,illinois
84352.0,0.739847715736041,0.083088543852287,0.914184397163121,0.0559315995724973,High,Regular School,IL,2016-2017,60068,24.0,illinois
78790.0,0.9,0.796428571428571,0.795865633074935,0.0544554455445545,High,Regular School,IL,2016-2017,60618,18.0,illinois
93651.0,0.741126070991432,0.151547491995731,0.778058007566204,0.0829051044878383,High,Regular School,WA,2016-2017,98019,23.2051282051282,washington
57418.0,0.532386560443367,0.372037914691943,0.733296213808463,0.0612025769506084,High,Regular School,WA,2016-2017,98901,20.3235653235653,washington
65287.0,0.67868710861585,0.137575236457438,0.729341909945571,0.0904109589041096,High,Regular School,IL,2016-2017,62294,21.5,illinois
52896.0,0.551234892275355,0.277899343544858,0.571996027805363,0.122063037249284,High,Regular School,IL,2016-2017,61360,19.2,illinois
114917.0,0.818168145585802,0.092018779342723,0.953964194373402,0.0609661984874209,High,Regular School,IL,2016-2017,60585,22.5,illinois
27041.0,0.409591474245115,0.432764505119454,0.595454545454545,0.199172271081221,High,Regular School,WA,2016-2017,98626,20.5433455433455,washington
23472.0,0.333714285714286,0.978436657681941,0.115384615384615,0.357879234167894,High,Regular School,IL,2016-2017,60621,14.9,illinois
19279.0,0.51681706316653,0.991549295774648,0.0763888888888889,0.353135313531353,High,Regular School,IL,2016-2017,60621,14.2,illinois
57383.0,0.58459595959596,0.374325782092772,0.72876213592233,0.134343101745143,High,Regular School,IL,2016-2017,60098,20.2,illinois
44167.0,0.713661883967561,0.182926829268293,0.659411011523688,0.0786749482401656,High,Regular School,IL,2016-2017,62263,21.1,illinois
103988.0,0.852103120759837,0.153153153153153,0.939765186319551,0.0402280646183085,High,Regular School,IL,2016-2017,61517,21.8,illinois
47482.0,0.747511979358644,0.294573643410853,0.573901464713715,0.0678555893866899,High,Regular School,WA,2016-2017,98245,24.2063492063492,washington
64153.0,0.901704545454545,0.86455798864558,0.485185185185185,0.0644078144078144,High,Regular School,IL,2016-2017,60625,17.0,illinois
54797.0,0.503018108651911,0.25,0.751814223512337,0.0774287801314828,High,Regular School,IL,2016-2017,61006,19.8,illinois
48025.0,0.675940079486396,0.400709219858156,0.552686671318911,0.15100453661698,High,Regular School,IL,2016-2017,62234,19.5,illinois
63866.0,0.727076591154261,0.41254462009179,0.909090909090909,0.0613796849538294,High,Regular School,IL,2016-2017,60181,20.6,illinois
45114.0,0.558839933073062,0.495535714285714,0.75679347826087,0.0516169154228856,High,Regular School,IL,2016-2017,62311,17.7,illinois
82324.0,0.849148418491484,0.265689590379557,0.783905967450271,0.0459723352318959,High,Regular School,IL,2016-2017,60026,24.9,illinois
62558.0,0.784509202453988,0.390356977283264,0.536856745479833,0.0554730064388311,High,Regular School,IL,2016-2017,60077,21.8,illinois
80625.0,0.820707070707071,0.170454545454545,0.748427672955975,0.0744047619047619,High,Regular School,IL,2016-2017,60546,23.3,illinois
75467.0,0.754586466165414,0.149425287356322,0.650220264317181,0.0727036676403765,High,Regular School,WA,2016-2017,98275,24.9145299145299,washington
47868.0,0.644217371110079,0.406837606837607,0.648539778449144,0.135208220659816,High,Regular School,WA,2016-2017,98284,21.3247863247863,washington
39419.0,0.492666091458154,0.6,0.568927789934354,0.0593946316390634,High,Regular School,WA,2016-2017,98577,17.979242979243,washington
49145.0,0.704285714285714,0.428571428571429,0.362186788154898,0.0429362880886427,High,Regular School,IL,2016-2017,61616,18.8,illinois
46731.0,0.585408805031447,0.336122733612273,0.792017987633502,0.119928400954654,High,Regular School,WA,2016-2017,98248,22.3992673992674,washington
53438.0,0.568065506653019,0.3375,0.747412008281574,0.100215517241379,High,Regular School,IL,2016-2017,61728,19.1,illinois
25068.0,0.736631016042781,0.899824253075571,0.224137931034483,0.233140655105973,High,Regular School,IL,2016-2017,60649,16.2,illinois
63906.0,0.748518011855905,0.857988165680473,0.752878653675819,0.0279385854517996,High,Regular School,IL,2016-2017,60660,19.0,illinois
55507.0,0.670385030586542,0.219206680584551,0.801749271137026,0.0904856952761144,High,Regular School,IL,2016-2017,61530,21.9,illinois
64107.0,0.837628865979381,0.200757575757576,0.754583921015515,0.0804535637149028,High,Regular School,WA,2016-2017,98260,23.962148962149,washington
70357.0,0.799293513166346,0.0864240727781665,0.613314447592068,0.104841295286951,High,Regular School,IL,2016-2017,60540,24.7,illinois
44073.0,0.794871794871795,0.273177636234961,0.610997963340122,0.1494140625,High,Regular School,WA,2016-2017,98466,22.8388278388278,washington
47426.0,0.661411925976696,0.541580041580042,0.643550624133148,0.0998233215547703,High,Regular School,WA,2016-2017,98632,21.1538461538462,washington
72077.0,0.704004879040455,0.387485648679679,0.685007571933367,0.0554357204486626,High,Regular School,WA,2016-2017,98001,21.0561660561661,washington
52961.0,0.583333333333333,0.287671232876712,0.812260536398467,0.0539640239840107,High,Regular School,IL,2016-2017,61467,21.4,illinois
66667.0,0.603938730853392,0.209756097560976,0.817712811693895,0.0344526820758831,High,Regular School,IL,2016-2017,62424,19.8,illinois
120401.0,0.848007774538387,0.064051638530288,0.937981651376147,0.0366197183098592,High,Regular School,IL,2016-2017,60175,23.4,illinois
52581.0,0.766666666666667,0.11214953271028,0.546044098573281,0.123411978221416,High,Regular School,WA,2016-2017,98383,24.0842490842491,washington
80786.0,0.942302507414397,0.0668002672010688,0.667420814479638,0.0380689655172414,High,Regular School,WA,2016-2017,98004,24.8412698412698,washington
43078.0,0.704138988247317,0.55522609340252,0.561042524005487,0.0395578824898197,High,Regular School,IL,2016-2017,61401,18.9,illinois
58372.0,0.551858513189448,0.214035087719298,0.862811028917283,0.0657306955966816,High,Regular School,IL,2016-2017,62347,20.6,illinois
9500.0,0.427027027027027,0.784274193548387,0.0120689655172414,0.313131313131313,High,Regular School,IL,2016-2017,60616,17.4,illinois
64735.0,0.690757914934442,0.438529088913282,0.592592592592593,0.116353458616553,High,Regular School,WA,2016-2017,98684,20.8608058608059,washington
